variation	verified_reviews	rating	date	feedback
echo show 10	This isn’t about the product. It’s the deal Amazon offered with the Show plus the Blink camera. I put it in my cart, paid for it, and had a shipping date. Then Amazon sent only the Show and refunded me only the low “bundle” price for the Blink camera. That was, of course, not enough to buy it separately. Very bad business! What’s really aggravating is that I took the option of registering the devices to my account for easier setup. Now all my Echo devices show the non-existent Blink camera in their devices lists.	1	August 22, 2022	0
echo show 10	Will not stay focused on me but will go towards light.	4	August 22, 2022	1
echo show 10	I chose this device for my 4 year old ASD grandson’s room for several reasons. It is big and heavy, reducing the chance that he will try to carry it around. He loves music. He does not yet use words to communicate but will say words with a song. He is good with scrolling devices and can find his music that way. The screen moves and follows his movement around the room. I feel a little bad about not giving a higher score for Alexa integration because it does everything any other Alexa device does. Because of our special needs, I wish there was a better manual control option for those who are nonverbal.	3	August 22, 2022	1
echo show 10	Very good device, I have problems to be able to put it as a security camera that is why I give it four stars and not 5, since that application was one of the ones that most interested me.	4	August 22, 2022	1
echo show 10	Replaced my Echo Show 5 with this monster in my kitchen aka my favorite place to be!!!	5	August 22, 2022	1
echo show 10	I replaced my Echo Show 8 for this. Not happy…. you have to raise your voice and/or repeat yourself for it to understand you. I actually had to change the name from “Alexa” to one of the other names because all the units in the house would respond before the 10” would.  Half the time it doesn’t understand what I’m saying, it’s nerve racking.  Unfortunately, my return window has passed. The speaker’s good for music and the screen is nice. That’s the positive side…..	3	August 22, 2022	1
echo show 10	"The media could not be loaded.
                



 Me encanta 🥰"	5	August 21, 2022	1
echo show 10	Easy to use. Stylish	5	August 21, 2022	1
echo show 10	Love this device.  It tells you pretty much everything (reminders,Amazon delivers, weather, etc., etc.,)	5	August 21, 2022	1
echo show 10	I upgraded my original version of the Echo Show with this model.  I find the camera, the screen and the sound to be great and definitely worth the upgrade.  And the ability the tilt the screen up and down is a big plus.  We have this in the kitchen/family room area which is open and the sound travels nicely around the space.  The people we have called on the device have all said how much better the camera is on their end.  The only thing that is still to be determined is the follow motion (circular path of the screen).  It took us a few uses to figure out that a ceiling fan and TV image was causing the focus to try to adapt and created some left and right rotation when we hadn't moved.  Once we isolated that, the feature is interesting, but we have not really found a need for it and have since disabled it.  I would not pay extra for the rotating screen feature, but the rest of the updated features are outstanding.	4	August 21, 2022	1
echo show 10	I love the sound, I just don’t see the screen follow my voice, I still love it better then the older one	4	August 21, 2022	1
echo show 10	Only problem is I found I have to raise my voice and say things twice to get it to cancel a function	5	August 21, 2022	1
echo show 10	Update: I changed tatimg from two stars to one star. A kind representative called me based in my first review to try to fix said issues below.It worked for awhile but no more.I don't enjoy sports. I hay gone to settings and toggled off all sports-related content. Unplugged/replugged multiple times. Yet, the majority of content that comes across my Show screen is sports-related.Too late to send back. Clearly, though, the Show I received is faulty. I'm really ticked.————First, the motion ability is worthless. I wake up early in the morning. Echo let's me know there's not enough light for it to sensor motion despite having all living room lights on. As such, I disabled this feature.But what I'm most disappointed about is that when I upload my own pictures on the Alexa app, I have to unplug the device and plug back in for the new pics to show. Ridiculous.Next, when I saw the Show's speaker, I was excited thinking the sound would be superb. It's not. The sound sounds the same as the very first Show.I wish I would have kept my previous show. Lesson learned. I'd send this one back for a rwolacy but don't want to go through all the rigamarole.This Show isn't worth $250	1	August 21, 2022	0
echo show 10	We absolutely love this item. We bought it for our new home and it does everything we expected	5	August 21, 2022	1
echo show 10	Alexa integration is great. Screen quality,	5	August 21, 2022	1
echo show 10	Just like it	5	August 21, 2022	1
echo show 10	Even for a techno klutz like me it was easy to set up. I am still trying to learn all its functions, You Tube videos help some. It is a bit clumsy to move from room to room it would be easy to slip out of your hands. If some kind of handle could be added that would be nice. Also minor point but the white cord with the charcoal echo looks wierd, but not a major problem.	5	August 21, 2022	1
echo show 10	Doesn't understand callbacks well	1	August 21, 2022	0
echo show 10	Innovative technology (but has the ability to keep your conversations mum)	5	August 20, 2022	1
echo show 10	Me and my daughter fights for her attention....SHE GOES LEFT TO RIGHT RIGHT TO LEFT LISTENING TO OUR VOICE... WE LOVE THIS PRODUCT...	5	August 20, 2022	1
echo show 10	I love the features…Follow feature is great.Recipes for cooking integration is perfect.The screen lags when touching. Works best with “Alexa” commands.Sometimes it gets stuck on apps/skills.Have to jump through hoops to get it to turn off music sometimes.Mostly I love it…	3	August 20, 2022	1
echo show 10	I received it as a gift from my son. The whole family is enjoying itLB	5	August 20, 2022	1
echo show 10	Not bad as an alexa but the problem comes in when you try to multitask with this. For instance if you're watching Netflix and you ask it to turn off the lights it stops Netflix and you have to restart up Netflix to continue your movie.  Also if you have reminders set it overrides what you're currently doing such as watching a movie Etc. Sometimes you ask it to stop doing a task such as stop playing movie and it does not It still needs bugs worked out	3	August 20, 2022	1
echo show 10	Everything	5	August 20, 2022	1
echo show 10	I like it the big problem is where to put it. In the main living room or office. I'm in the office more so selected there. Works well and when the Ring has motion or person it will let me know. Can also view it from there. I do have a smart TV with Alexa which I can view Ring from the TV, so the office was the best choice. I do have to reset from time to time, not a big deal it comes back and works perfectly. As an update has improved since I modified my network. Looks to be on my side issue.	5	August 20, 2022	1
echo show 10	I like it, the rest of the family was a little uneasy at first (creep factor?) but quickly got used to it and are enjoying its features.	5	August 20, 2022	1
echo show 10	Sound quality is not up to the mark. Speakers lack lows and mids.	2	August 20, 2022	0
echo show 10	I have numerous Echo devices and this one didn’t disappoint. Perfect screen size and sound. Easy set up. Liked so much, I bought 2.	5	August 20, 2022	1
echo show 10	Amazon garage technology. High school project engineering. Keep away.	1	August 20, 2022	0
echo show 10	I had really high hopes for this Echo Show.  I traded in my Echo 8 that I really liked because I wanted more robust sound and features while I'm in the living room/kitchen area.  While I agree that the sound is better, I'm pretty disappointed in how slow the response and functionality is compared to my Show 8.  I'll call out for Alexa in the room and the other units in other rooms detect my voice and the Show 10 will respond a few seconds later or sometimes no response at all. I don't like the motion following me so that's disabled so it's mostly for the audio at this point, especially since there's no Youtube video integration with Alexa devices.  I still use it, but for the price I paid and getting rid of the Echo 8 has made me lose favor with the Show 10.	3	August 20, 2022	1
echo show 10	Great  product	5	August 20, 2022	1
echo show 10	Voice recognition is very friendly. I still have some more set ups but I’m already happy	5	August 20, 2022	1
echo show 10	Me gusta mucho este actualización de mi ecko sow	5	August 19, 2022	1
echo show 10	I like the way it's follow me. I am able to monitor all inside the house when I am out, excelent speaker sounds. It's really a great device.	5	August 19, 2022	1
echo show 10	I like the sound and I like that I can ask it what am I holding and it tekkies me. this is a great feather for a person such as myself that is blind. I use it in the kitchen to help me with cooking. sorry that I can not rate the screen quality. as a whole I would tell ny friends both sighted and blind it is a very useful tool in the kitchen.	4	August 19, 2022	1
echo show 10	Don’t buy this, it never works, always does the opposite u ask and when u try to get help or return, the costumer service will be rude to you and yield at you. But pass that it never work, I have gotten 2 of them with the promise from Amazon that this second one will work best and it was actually worse than the first one. That’s my feedback and my own experience with this product	1	August 19, 2022	0
echo show 10	"The media could not be loaded.
                



 Para todo"	5	August 18, 2022	1
echo show 10	Excellent Product. Love the larger screen.	5	August 18, 2022	1
echo show 10	It’s really a great product for the home! I love it!	5	August 18, 2022	1
echo show 10	Great Alexa Echo, excellent purchase	5	August 18, 2022	1
echo show 10	I love how it follows while I’m in the kitchen. Extremely helpful	5	August 18, 2022	1
echo show 10	Initially the unit functioned quite well, however after a week, it’s been pretty glitchy. Not understanding certain commands that worked before, not responding to commands at all or sometimes the drop in feature doesn’t function.I’m not one to complain too much but once you feel the full functionality of something only for it to slow down in performance or not operate as it use to, it gets a little frustrating.	3	August 18, 2022	1
echo show 10	Very good device	5	August 18, 2022	1
echo show 10	Still trying to learn how to work with her.	5	August 18, 2022	1
echo show 10	Shopping list, recipes, voice recognition,  sound quality, speakers,  options available, household integration.	5	August 18, 2022	1
echo show 10	While this item integrates with Alexa, it will not work with our Alexa enabled Sonos speakers, contrary to advertising.  The sound quality of the speaker is poor - nowhere near the Sonos quality - and it will not play when we tried to pair it to a Sonos speaker in the same room.  We hope to find an alternative in the future.	2	August 18, 2022	0
echo show 10	No longer works, 15 months old.  It will not connect to the internet via any network including my phone's hotspot. And this is after a factory reset. Wod not buy again.	1	August 17, 2022	0
echo show 10	Me fascina , soy amante de los echo show . Especialmente esta porque me sigue a donde me muevo para vídeo llamadas	5	August 17, 2022	1
echo show 10	Love the big screen and like being able to make video calls.	5	August 17, 2022	1
echo show 10	Todo perfecto	5	August 17, 2022	1
echo show 10	The product has a great screen and the capability to follow the noise in the space is great. In some ways it is too responsive - if someone makes a noise in another area of the house, the screen moves to the sound of the noise vs staying in the place it heard the last voice.screen quality is great. Speaker quality is very good and it takes up very little space for the benefits offered.	4	August 17, 2022	1
echo show 10	Works so well to talk with my elderly mom. She can see me and most importantly, she can hear me. The volume range is great.	5	August 17, 2022	1
echo show 10	I will say I did give it 5 stars and I would buy it again I do wish it had better access to recipes and hopefully that will come with time but that is the only negative I can think of and that's not bad. I am sure it does a lot more then I actually use it for. I do keep it on top of my fridge so its not in the way and I can see the screen just fine. Great sound and screen size.	5	August 17, 2022	1
echo show 10	Lo que no me gusto esque desde hace 3 meses Alexa no saca la imagen y se pone negro y aveces si pone la imágenes	5	August 17, 2022	1
echo show 10	The box was opened upon arrival, so I was a bit skeptical but everything was intact. The setup was a little hectic but after pairing the Bluetooth it all worked like a charm.	5	August 16, 2022	1
echo show 10	Buena en todos  especialmente  que siempre  la tienes  al frente  con  su seguimiento	5	August 16, 2022	1
echo show 10	You can be10 to15 feet away and still read the screen. Clarity and loudness are great.	5	August 16, 2022	1
echo show 10	Todo excelente infinidaes de cosasq puede hacer	5	August 16, 2022	1
echo show 10	I don't necessarily like how the screen moves with you because it gets stuck in odd places.	4	August 16, 2022	1
echo show 10	videos don't play well.  slow to load anything.  voice recognition is horribly poor.  bought it on prime day at a discount and even with the discount, it was not worth keeping.	1	August 16, 2022	0
echo show 10	This is a great addition to my home!!! i love it and it was so easy to set up and get all my devices integrated.	5	August 16, 2022	1
echo show 10	Love this new Alexa device. The speaker is great and I love the Zigbee hub integration so I can set it up with my Hue lights. I use it to catch up on the news on YouTube and watch my shows in the morning. The screen is also very good.	5	August 15, 2022	1
echo show 10	Very much interactive and love all of the recipes and kitchen food hacks.  Also uploaded photos	5	August 15, 2022	1
echo show 10	This device is really cool love how it follows you and how easy it is to use.	5	August 15, 2022	1
echo show 10	I believe that it's not the best .	2	August 15, 2022	0
echo show 10	Up until getting this device, we were still using our OG Echo (from like 2014) in our kitchen. Finally bit the bullet and upgraded. Love this device, haven't tested the full range of features..but Alexa and Echo has come a long way from the original device!	5	August 15, 2022	1
echo show 10	I put it in the kitchen for recipes mostly; but we ask her every day about the temps and weather. The photo's from my phone are saved in Amazon cloud which have transferred to Alexa. I found this very cool. I love that you can also sing along with the words to the song playing. We love our Alexa echo.	5	August 15, 2022	1
echo show 10	Great device. Awesome look and feel, a good sound and price. And many useful functions. Remote camera drop in and camera scan panning. Along with all the other echo function this is a device to have.	5	August 15, 2022	1
echo show 10	If it just did in a simple way what you ask it to do, that would be perfect. But it's always pushing into your personal information. Plus it lack the simplicity that would be helpful. I just want this and it with continue to add stuff until it's an irratation. Not to mention recording what you say and do (video) as it's listening. Not for me.	1	August 15, 2022	0
echo show 10	The device is helpful for all things related to Alexa, good with connecting to our Ring cameras, good with finding tasty new recipes and great with being a digital picture frame on a loop. I do wish it had additional video services - it does have Netflix, Hulu, Amazon Prime and a few others but I'd like to see Apple+, Paramount+, Peacock and Sling added. The device has the ability to turn and face you no matter where you are in the room, which is nice sometimes but doesn't work as well if another person is in view. Also, since the camera isn't centered on the device, it seems like the tracking is sometimes a bit off. Overall, I'm happy with the device, especially the sound quality and volume.	4	August 15, 2022	1
echo show 10	Half the screen doesn't recognize when you're touching it. You ask it one thing and it answers something random like the local weather or something. Terrible device, stay away at all cost. Customer service was no help either, I will never buy another Amazon device. Manager I spoke with who could solve the problem just transferred me to someone else and that person transferred me to someone else. Terrible service and terrible product	1	August 15, 2022	0
echo show 10	Although at times the motion gets stucked.	5	August 15, 2022	1
echo show 10	My wife absolutely loves it no problems no complaints	5	August 14, 2022	1
echo show 10	Love that it moves with you	5	August 14, 2022	1
echo show 10	This is my twelfth Echo device (home, office, warehouse, summer home, garage, and the just keep getting better! Can’t imagine being without them.	5	August 14, 2022	1
echo show 10	Got it for playing music , grocery list ….	5	August 14, 2022	1
echo show 10	My Echo Dot responds sooooo much quicker than the show. Even just to the wake word. If you don’t need the screen stick with the Dot. I wish I had.	4	August 14, 2022	1
echo show 10	Easy to setup. Cumbersome to move around so a set location is best. The pull menus on the screen don’t always respond to the first swipe. Decent features and settings. Good video and audio output. Paid sale price but still feel it’s a bit overpriced	4	August 14, 2022	1
echo show 10	Love my Echo nice and big screen	5	August 14, 2022	1
echo show 10	Previously purchased a refurbished one that had to be returned.  The new one works as it should.	4	August 14, 2022	1
echo show 10	I am still having trouble getting it set up. Directions would have been nice.	3	August 14, 2022	1
echo show 10	Love it!	5	August 14, 2022	1
echo show 10	Works really great just hard to get used to the screen moving with you lol	5	August 14, 2022	1
echo show 10	Nice features, works well with my Ring Pro doorbell cam and love the live view camera, but quite buggy. Live view camera keeps having problem. Had to deregister, reset to factory settings and reboot many times.	3	August 14, 2022	1
echo show 10	Nice upgrade waiting for an 4K upgrade.	5	August 14, 2022	1
echo show 10	Great sound, really like the larger display.	5	August 13, 2022	1
echo show 10	I got it for the kitchen to help me look up recipes to cook and try stuff that's new	5	August 13, 2022	1
echo show 10	Able to communicate easily	5	August 13, 2022	1
echo show 10	"Widely integrates with a host of manufacturer's smart products; some learning curve is required for the new user. If you want your home designed as a ""Smart Home"" then the Echo Show 10 is a great way to go!"	5	August 13, 2022	1
echo show 10	I love my echo it is great and works like it says it does.  I love that I can drop in on m kids anytime.. Definitely worth buying!!	5	August 13, 2022	1
echo show 10	Has trouble with internet issues and most thr time has to keep unpluging and pluging back in	5	August 13, 2022	1
echo show 10	The Alexa Show 10 was really disappointing. Firstly, the stock photo showing the Home Screen with weather pinned to the side is just false advertising because that’s not something it can actually do, I even reached out to Amazon Tech Support to see if I was just missing something.. nope, they confirmed this product cannot do that. I was expecting a SMART interface where I could pin apps, sticky notes, reminders, holiday countdowns, etc.. but NO! This alexa does not have that capability, it is not customizable . If you have a lesser Alexa product like the dot, picture that capability but with a screen. It’s essentially a TV/Bluetooth speaker for your kitchen	2	August 13, 2022	0
echo show 10	Works really well especially when the screen can follow you around the room. Speaker is as good or better than the previous Show but you definitely need space around this Echo Show for it to properly rotate the screen and follow you.	5	August 13, 2022	1
echo show 10	Set up was easy.  Connected lights, thermostat, Ring door bell, and printer.	5	August 13, 2022	1
echo show 10	Love the device and motion	5	August 12, 2022	1
echo show 10	Hasta el momento me parece una muy buena adquisicion.	5	August 12, 2022	1
echo show 10	Can’t change the voice to a guy voice. Does not listen sometimes	1	August 12, 2022	0
echo show 10	It tells me exactly what I need to know	4	August 12, 2022	1
echo show 10	The media could not be loaded.	5	August 12, 2022	1
echo show 10	Cimpared to Echo Show 8, I dont see enough features on show 10 to justify the price.	3	August 12, 2022	1
echo show 10	It’s awesome.  Sound is better, it hears me through background noise.  Follows me..  ❤️	5	August 12, 2022	1
echo show 10	We had the Echo 5, and now changing to echo10 was a game changer! We just love it! The way how it follows you once we talk or watch a video is amazing!	5	August 11, 2022	1
echo show 10	Todo funciono	5	August 11, 2022	1
echo show 10	I loved it but it would off be better if it actually had apps such as face books to view live events.	4	August 11, 2022	1
echo show 10	Use it to monitor the area of my house and listen to radio stations and music.	5	August 11, 2022	1
echo show 10	The product is great! Screen is bright. The voice recognition is as great. The sound is amazing, compared to my Echo Dot.The main reason I got this was to keep an eye on things when I'm away. Unfortunately, you cannot do that over mobile network. You can only view the Live View over a wifi network. It doesn't have to be the same one. This is a inconvenience for me. And something worth noting prior to purchase.I can settle for it, as I am finding it useful for organizing my day, video chatting with family, dropping in, making announcements etc.Other than that tid bit, all works as advertised or described.Sometimes a factory reset (first option) does the trick in resolving any technical errors you may come across.	4	August 11, 2022	1
echo show 10	"I have various issues with this device.First is the way it reacts to ""show me how"" commands. Sometimes it will pull up a video on YouTube, and other times it will just pull up web options for you to tap on, which doesn't help when you have your hands in food.Second is the face tracking on this device. It always overshoots to the left because the camera is in the top right corner, and if you move your face in front of the screen, it will turn away from you. It also will occasionally lock onto something else when it overcompensates like a paper towel roll causing it to basically face the wall.Last complaint is the unnecessarily tedious process to use your own recipes in alexa. You have to manually go through and add them to the recipe database for Alexas ""all recipes"" app, and I haven't found a way to just import an existing recipe from other sites."	4	August 11, 2022	1
echo show 10	I found myself barely using the equipment. For the price I paid, I want to use the equipment and not have it just sit on the counter. I returned because the Echo Show just didn’t fit my lifestyle right now.	3	August 11, 2022	1
echo show 10	It works very well, and very responsive.  And it turns to face you when you call	5	August 11, 2022	1
echo show 10	Was not impressed with this Alexa. It kept recalibrating. It takes a lot if space to store it.  I have never had problems with my previous Alexa’s. But this one… drove me crazy.	2	August 11, 2022	0
echo show 10	Set the motion range or it will spin like Linda Blair in the Exorcist.  Great picture, nice sound quality.  I just wanted this to watch TV in the kitchen and it fits perfectly on my shelf.  Alexa like all her devices still has a mind of her own even in this high priced range. I still love it to watch TV in the kitchen! Hulu and Netflix is on there so you just have to sign in.  Apple Music is tricky but can be done, that’s a horse of a different color.	5	August 11, 2022	1
echo show 10	Buen producto!Lo único que no puedo conectar mis cámaras de marca Zmodo 😰	4	August 10, 2022	1
echo show 10	Easy to use, great sound quality and video quality	5	August 10, 2022	1
echo show 10	Overall amazing smart home device from Amazon. The ability to turn it almost 360 degrees for home monitoring makes it a perfect  home security device as well. However the screen never faces you if you are close to it. Instead, it turns few degrees to the left and you get the camera right in-front of you. Hope Amazon fixes this. Otherwise I would have given a five star.	4	August 10, 2022	1
echo show 10	Love my new story	5	August 10, 2022	1
echo show 10	Great, easy to use home hub that does more than I think I realize day to day!	5	August 10, 2022	1
echo show 10	Alexa is ABSOLUTE GARBAGE!!! After a half hour of having these set up, they set off an alarm that would not turn off via the app or speaking to the stupid Alexa devices!! SO IRRITATING!!! I had to run around the house and unplug each device!!!! Absolute GARBAGE!!!	1	August 10, 2022	0
echo show 10	Very slow and freezes up quite a bit. Very consistent with the rest of Amazon hardware and software. Luckily I paid around $80 after trade in etc etc etc. I do not think this device is worth more than $100 due to its poor performance.  A novice might think this device is “okay” then again it’s too complex to set up and the swivel feature is not quite a gimmick but doesn’t work in anything less than FULL sunlight.	1	August 9, 2022	0
echo show 10	My current echo show device is placed on a corner table between the sofa and recliner. I really liked the idea of display facing the person asking the question. However it fails to rotate unless you keep room lights on 24/7 (Low light warning). Doesn't rotate if the camera privacy window is closed. Gets confused about who asked the question if TV is on. Also places requested items in a small window example show Ring Front door bell and then asking to show a different device. So you have to reach over and close or maximize window. If I wanted to touch a display I can do that on my phone. This didn't happen on earlier models. Returning the item	3	August 9, 2022	1
echo show 10	The follow you feature is not that great. We ended up turning it off. The rest of the unit is pretty decent.	4	August 9, 2022	1
echo show 10	I set mine up in the kitchen so I can talk to family or watch home improvement shows while I’m prepping and cooking.Just buy it!!!	5	August 9, 2022	1
echo show 10	It’s like Alexa on steroids love it love it love it. Get to talk to the grandbabies so clearly. Does everything prime and Alexa do not need another piece of equipment ever again	5	August 9, 2022	1
echo show 10	I like everything about it	4	August 9, 2022	1
echo show 10	buen sonido y calidad de imagen, hace muy bien el seguimiento pero con algunas limitaciones para reconocer entre una persona y otra (las confunde), me gustaría que Alexa no aceptara instrucciones o peticiones de cualquier persona.	5	August 9, 2022	1
echo show 10	So happy to get this unit for our kitchen. Had been looking at it for a while, we replaced our show 5! The upgrade to 10 was well worth it! Wish we had done it sooner.	5	August 9, 2022	1
echo show 10	It’s ok	3	August 9, 2022	1
echo show 10	I’m still learning on this but I love the help she gives	5	August 9, 2022	1
echo show 10	I like the movable tracking screen but other than that, it's just a tracking and movable screen and not much more advanced functionality-wise compares to its predecessor. The novelty wears off very quick	4	August 9, 2022	1
echo show 10	It keeps saying it's not on a flat surface and it's on my counter top also motion detection turns off because it can't find anyone 😒	1	August 9, 2022	0
echo show 10	This Echo Show 10 is a great assistant. Great sound when playing music, great quality when showing my pictures. It’s also a good way to see what’s happening at home. Just pick up your phone, tap your Alexa icon, ask to drop in at home, and see and hear your home space while on the phone. Good security!	5	August 9, 2022	1
echo show 10	I love it.	4	August 9, 2022	1
echo show 10	I use it primarily for music in my bedroom and the quality of sound is tremendous for 1 small speaker.	5	August 9, 2022	1
echo show 10	After a year of ups and downs, the downs are now far more than the perks. The microphone seems to be “going”, thus Alexa doesn’t hear your commands or hears what she wants to hear. The sound quality is quickly diminishing and there have been no significant upgrades or fixes during the time I’ve owned this device. I feel it’s money wasted.	1	August 8, 2022	0
echo show 10	Screen quality is great.  Sound is good also,  but Alexa doesn't always perform the tasks I ask.	4	August 8, 2022	1
echo show 10	Este producto es para la familia, aún no lo explotamos pero se que puede hacer muchas cosas	5	August 8, 2022	1
echo show 10	It does what it claims👍	5	August 8, 2022	1
echo show 10	Excellent	5	August 8, 2022	1
echo show 10	Love it... music sounds great and image is awesome!	5	August 8, 2022	1
echo show 10	Screen is great but Alexa seems to struggle with commands. This device replaced a 5th generation and sadly the Alexa is subpar	3	August 8, 2022	1
echo show 10	I love the convenience of having the tablet on the Alexa.  It makes using Pinterest recipes so much easier, creating shopping lists and any other kitchen task.  All the great Alexa things plus the tablet.  Love it!	5	August 8, 2022	1
echo show 10	I had a gen 1 show and it worked well for what i needed. Decent sound quality a big screen compared to my other devices a good microphone and ease of user interface. I wanted to step up to the next device that had improved screen, appearance and sound. It meets all of these expectations, but it doesn't blow me away in anyway. That is why i gave it a 4 rather than 5.	4	August 8, 2022	1
echo show 10	I'm really enjoying my Echo it fun to use. It worth it you'll enjoy it. Also the request for different request for recipes anything I can think of. Videos from my home is really clear too. Learning more usage of Echo I'm glad I purchase it.	5	August 8, 2022	1
echo show 10	Complete waste of money	1	August 8, 2022	0
echo show 10	Me and my husband really enjoy using echo show. We are using it mainly for the music. Love the lyric display so I can sing along with it when I wash dishes. Also connect with our ring security cameras. It send notifications when the ring camera detect any motion. It’s very convenient. Love it :)	5	August 8, 2022	1
echo show 10	Aún sigo probándolo y puedo decir que no me gusta que no es capa de conectarse con fire tv .eso para mi es un punto en contra ya que lo tengo puesto en mi sala y el enterito lo tenía conectado con mi tv para reproducir y ahora ya no puedo Pk este no se puede conectar con Fire tv ,haci  Que he perdido mi parlante ya no seré capas de escuchar mi tv a través  de el ,estoy era muy importante .el resto la instalación fue rápida y fácil .volveré si algo cambia para bien o para mal ,a dejarles otra reseña	3	August 8, 2022	1
echo show 10	I like it, but I’m sad I can’t call my mom in Brazil, it only make calls within the USA.	4	August 8, 2022	1
echo show 10	So glad I got this over google home,She sounds more human than Google at least in my opinion.	5	August 7, 2022	1
echo show 10	Make sure you have someone in your household  Thats very computer savey.	3	August 7, 2022	1
echo show 10	I was expecting better in terms of the live view but overall it has been really nice.	4	August 7, 2022	1
echo show 10	Love everything ...she notifies me of my inportant events.	5	August 7, 2022	1
echo show 10	I love the picture clarity; I can watch amazon prime movies and ABC news live; I can ask for recipes or the best way to remove rust from silver by just speaking the words.	5	August 7, 2022	1
echo show 10	Drop in process & quality	4	August 7, 2022	1
echo show 10	The only thing I really didn’t like was whenever I went to plug it in the cord was white and it’s kinda hard to hide a white cord with the black Alexa .	5	August 7, 2022	1
echo show 10	Since installing our new Alexa Show 3rd generation, we've been disappointed with the response. The response is slower and the correct response is not as frequent.  It's been frustrating.  I do like the screen.  It is big and easier to see.	3	August 7, 2022	1
echo show 10	It all works pretty good except fo using the browser to search, im pretty disappointed with how difficult it was to search the web	4	August 7, 2022	1
echo show 10	I bought this version not realizing the motion detector would be so useful while cooking. It displays my recipe and always moves to face wherever I am in the kitchen. No more having to walk over just to see the recipe again!	5	August 7, 2022	1
echo show 10	This device is a good idea however it doesn’t work most times when using the “drop in” feature.  I have it at my Mom’s house to check in on her from a distance.  I use the drop-in feature because at this point the device is too complicated for her to use.  The problem with the feature is that when I end the connection on the Alexa app to the echo 10 the echo 10 does not hang up.  This prevents a new connection next time I try to drop-in.  The only solution is to get in my car and drive there to press the screen’s red “end icon”.  Once that is done I can then initiate a new “drop in” call.  This seems to be an easy fix for the programmers at Amazon.  Just have the echo 10 timeout the “drop in” call if there are no activities from the caller.  Yes, I chatted with their tech support.  About 12 of them.  Annoying as hell.  You just get passed on from one tech person to another tech etc.  with no one knowing what to do. I felt I knew more about the echo 10 then amazon’s tech support.  All 12 of them. It’s a shame.  And being an engineer I certainly know more about solving problems than all of them.  I am going to keep the device because it does save me one daily trip.  Drop in, works at lease once a day after my drive there to touch the “end” call icon.  However the product truly is not ready for prime time.  If 12 Amazon techs and me (engineer), and many hours chatting with them cannot resolve the problem. The echo 10 needs much more bug fixes.	3	August 7, 2022	1
echo show 10	This is by far been the most disappointing purchases I’ve made.Long time alexa fan and own over 5 different devices across the home. If you’re looking to automate your home and/or have a multi room sound system, I HIGHLY recommend that you DONT choose alexa.Unfortunately, this has been a rare product that gets worse with time - strictly talking software and functionality not hardware.Owning echos for about 3 years now, the first year was great and since then the software, app, connectivity between Alexa’s and functionalities have géstela deteriorated.I’ve tried everything to reset, update, to no avail. Software is just not Amazons strong suit and it clearly shows. I’ve spent hours with customer service agents trying to help and it boils down to they don’t know how to “fix it” or will pass it on to developers. Aka, yeah sucks it happened but thanks for buying though! Now, I will say they’ve been kind and tried to help but it’s just a poor quality product.From constant music issues, to alexa devices turning on and off on its own, regression in functionalities, I regret having dove in deep to the alexa ecosystem.For my offices I’ve since switched to other home devices as tests and so far so good. It’s safe to say I will be switching over to a different home automation system	1	August 7, 2022	0
echo show 10	Me encanto	5	August 7, 2022	1
echo show 10	All the problems we had with our original Echo (not a ton but big enough to be slightly annoying at times) are now incorporated into a device with a screen and it’s own additional glitches and not so user friendly. :|	3	August 7, 2022	1
echo show 10	Alexa integration is lacking. Has difficulty following commands.	3	August 7, 2022	1
echo show 10	I do like the sound quality. But overalll I’m considering sending it back	1	August 7, 2022	0
echo show 10	el peso no es el que marca el producto en la ficha técnica de amazon, al momento de pesar en balanza de courier o personal pesa alrededor de 8lbs. Favor poner pesos exactos no referenciales. Gracias.	4	August 7, 2022	1
echo show 10	The screen motion supper special m’y when u are in video call and u move while ur chatting so it will follow , the only thing I didn’t like that the integration with alexa , cz Alexa better on echo 4th and even echo dot the old one	5	August 6, 2022	1
echo show 10	I love that I can get any information I need as well as watch shows I like and listen to music by just asking Alexa.	5	August 6, 2022	1
echo show 10	I like that it could play music while I cook and offer recipes.	5	August 6, 2022	1
echo show 10		5	August 6, 2022	1
echo show 10	I really do love this. I can find recipes, play music, and make lists all at once.	5	August 6, 2022	1
echo show 10	The voice recognition is not nearly the quality of our other Show’s. Very disappointing consider the price point. We have completed all  the voice prompts twice and it still isn’t any better.	3	August 6, 2022	1
echo show 10	It works great with the premium echo dot in a group.	5	August 6, 2022	1
echo show 10	Poor connection and always slow	1	August 6, 2022	0
echo show 10	Great picture and sound and it hooks up to all my ring equipment so I can look on the monitor.	5	August 6, 2022	1
echo show 10	My wife and I are really pleased and really enjoying it, but we had several issues during setup, saying it didn't go smootly is to go short, it got stuck 3 times during the process, we had to unplug it and plug it again, the first time we though it had issues with the distance from the main wifi router, but then we did the rest of the setup with the wifi router right next to it, it got stuck a couple of more times, and we had to unplug/plug it two more times.	4	August 6, 2022	1
echo show 10	When I bought this echo, I was thinking is a full service android with possibility to have Skype on it and talk with family, because this is showing in the advertising video. But unfortunately it doesn’t have skype and you can not install it. Is hard in instruction and only I can use it for now when some one rings my doorbell and kid’s watch some videos, but same thing can do the iPad which have more functions.This is more like design bot utility.	1	August 6, 2022	0
echo show 10	I like how quick it responds voice commands	5	August 6, 2022	1
